,text,y,split
7746,juwanna mann thanks wewannour money back actually,0,2
7747,sometimes interesting remake doesnt compare brilliant original,0,2
7748,youre conscious effort take spontaneous,0,5
7749,salaciously simplistic,0,5
7750,feel bad king who honestly trying schwartzman who shot foot,0,3
7751,actor steal scene tom green give bad odor selfinfatuated goofball far thing wrong clumsy comedy stealing harvard he obvious,0,1
7752,sometimes fond memory stay past lesson teach well,0,0
7753,enormous comic potential oafish idiot impersonating aristocrat remains sadly unrealized,0,2
7754,shallow,0,9
7755,begin promising meditation america durable obsession wind slender cinematic stunt,0,7
7756,monster combat thriller impersonal relentlessness videogame series inspired,0,9
7757,proof thriller sleekly shot expertly cast paced crisp professionalism still letdown twist turn hold surprise yesterday weather report,0,1
7758,reason keep seeing roughly people every year many u keep going embarrassment stupidity warning anyone,0,2
7759,there much going unless simply decide buy notion something inexplicably strange happened point pleasant,0,0
7760,second half freis control loosens direct proportion amount screen time give nachtwey selfanalysis,0,1
7761,director barry skolnick screenwriter glibly tick every point longest yard playbook like checklist,0,5
7762,furious coherence deniro brings part underscore fuzzy sentimentality feel plod toward end le like like filmed reading script need polishing,0,6
7763,oh extreme right extremely dumb extremely confusing extremely boring,0,5
7764,never really feel involved story idea remain abstract idea,0,1
7765,shootemup ballistic oddly lifeless,0,5
7766,minute think youre watching serious actioner next though clip pink panther strike andor sailor moon spliced,0,2
7767,happened pluto nash ever get made,0,1
7768,may never think band camp geeky nerdy thing,0,7
7769,open promising waradventure youll ever see dissolve routine courtroom drama better suited titled glory soldier story,0,7
7770,result solemn horrifying yet strangely detached,0,3
7771,spider outrun motorcycle wrap person sticky cocoon second fall short interesting entertaining,0,6
7772,lessthanthrilling thriller,0,6
7773,long slog anyone committed pokemon fan,0,7
7774,matthew mcconaughey try fails control screen swaggering machismo overthetop lunacy,0,1
7775,earth anywhere else director ron underwood manage blow 100 million,0,4
7776,everyone connected seems part insider clique tends breed formulaic film rather fresh one,0,1
7777,story inspired tumultuous surroundings los angeles feeling marginalization loom every dreamer burst bubble dogwalker character idea never manages put path,0,6
7778,lack quality earns place alongside two recent duma botchjobs man iron mask musketeer,0,6
7779,benign forgettable scifi diversion,0,7
7780,plot grind yawnprovoking dullness,0,6
7781,never good sign film star spends entirety coma worse sign begin envy condition,0,8
7782,doesnt help director cinematographer stephen kazmierski shoot grungy video giving whole thing dirty tasteless feel,0,0
7783,desperately unfunny try make u laugh desperately unsuspenseful try make u jump seat,0,9
7784,film relationship actual tension christmastree flocking spray actual snow poor durable imitation,0,3
7785,john mctiernans botched remake may subtler norman jewison 1975 ultraviolent futuristic corporatesports saga also stupider,0,9
7786,director dirk shafer cowriter greg hinton ride dubious divide gay porn reach serious drama,0,7
7787,borrows many literary cinematic source future world feel absolutely deja vu,0,4
7788,character get depressed story get tiresome especially continues mount conspicuous effort profound,0,0
7789,acting over25s lack spark csokas particularly unconnected,0,5
7790,though howard demonstrates great eye director southern gothic drama sadly tough sit undeveloped narrative enough flashback heavyhanded metaphor choke horse least slow canter,0,5
7791,falter take seriously depends heavily otherwise talented cast clown situation arent funny,0,6
7792,fight scene fun grows tedious,0,6
7793,anyone count five film target market see dumbeddown concoction going,0,7
7794,turn neither funny provocative dull,0,5
7795,demmes loose approach kill suspense,0,3
7796,idea lost originality neither star appears excited rehashing basically onejoke picture,0,1
7797,play broad outline pandering middleage buddycomedy,0,1
7798,sort cinematic high crime brings military courtroom drama low,0,4
7799,nothing mediocre trifle,0,3
7800,turgid little history lesson humourless dull,0,8
7801,silly frightening stolid funny project lazy affability nominal star david arquette,0,6
7802,kaufman kept cameron diaz prisoner cage ape latest hed mate,0,8
7803,trivial profound hypercliched sincere,0,1
7804,would hard think recent worked hard achieve little fun,0,7
7805,theology aside put someone ultimately doesnt learn center kid story,0,2
7806,powerpuff girl charm present spread thin,0,8
7807,sometimes smart often sophomoric,0,2
7808,illconceived modernday ending fall flat deliver moral punch,0,5
7809,collateral damage despite alleged provocation post911 antique end star attitude obliviousness,0,2
7810,dawdles drag pop doesnt even virtue enough mindless violence break tedium generational bonding,0,5
7811,savetheplanet message clash crass marketing,0,9
7812,great idea becomes notgreat,0,6
7813,watching nearly provoked take life hour win best picture might,0,0
7814,end looking something hard bludgeon unconscious,0,0
7815,liveaction agitprop cartoon shameless coarse almost funny,0,7
7816,feel like six different movie fighting attention,0,8
7817,life crock something like,0,3
7818,made jackass jackass,0,9
7819,despite powerful portrayal binoche period romance suffers overly deliberate pace uneven narrative momentum,0,6
7820,picture primer happens lack knowhow mix lack giveadamn,0,3
7821,bartleby onejoke bad joke,0,4
7822,disjointed parody,0,8
7823,given movie expect u root convicted violent felon assigned protect u need every bit sympathy con muster time isnt much,0,1
7824,bravura exercise emptiness,0,0
7825,philip k dick must turning grave along stomach,0,0
7826,despite premise good story waste star power cliched meaningless role,0,1
7827,print sent buried pluto,0,8
7828,fail make u part reality fails basic relevancy test well,0,7
7829,first good bothersome excellent acting direction,0,5
7830,goofy gangster yarn never really elevates yet another earnestly generic crimebusting comic vehicle wellintentioned remake show spunk promise fails register anything distinctive daring,0,6
7831,difficult say whether tuxedo boring embarrassingim prepared call draw,0,7
7832,even lame horror flick go lame,0,4
7833,routine familiar predictable raise possibility wrote newly automated final draft computer program,0,0
7834,sunshine state lack kind dynamic limbo offer way rather indulgent piece,0,6
7835,even legend like alfred hitchcock john huston occasionally directed trifle surprise see worldclass filmmaker like zhang yimou behind camera yarn thats ultimately rather inconsequential,0,1
7836,longwinded predictable scenario,0,4
7837,close phantom menace comfort,0,0
7838,silly humbuggery,0,3
7839,although trying balance selfreferential humor normal ol slasher plot seemed like decent endeavor result doesnt fully satisfy either diehard jason fan take good joke,0,7
7840,clunky busy ribbing truly entertaining,0,3
7841,lying cheating loving friend betray,0,5
7842,smack purely commercial motivation great love original,0,2
7843,melanie eventually slug yankee bad former murphy brown doesnt pop reese back,0,3
7844,bottom rung series entry,0,7
7845,real clunker wellmade thoughtful wellacted clunker clunker nonetheless,0,1
7846,dreary ripoff goodfellas serf muddled offensive cautionary tale hispanic american,0,8
7847,picture scored perversely cheerful marcus miller accordionharmonicabanjo abomination monument bad florid variety,0,3
7848,good unintentional laugh extreme ops obviously made xxx crowd people enjoy mindless action without benefit decent acting writing direction,0,9
7849,big baggy sprawling carnival stretching u little rhyme reason,0,5
7850,frustrating combination strained humor heavyhanded sentimentality,0,1
7851,lawrence preaches strictly converted,0,3
7852,written michael berg michael j wilson story wilson relentless allwiseguysallthetime approach try way hard get tiring time,0,7
7853,probably stay shadow two older accessible qatsi sibling,0,8
7854,seems confident enough handle subtlety dive soapy bathos,0,2
7855,choppy editing many repetitive scene spoil could important documentary standup comedy,0,0
7856,fall back old formula teen sex outrageous prank scene designed push envelope bad taste laugh,0,9
7857,thing pauline paulette havent seen scene featuring football fieldsized oriental rug crafted million vibrant flower,0,4
7858,youre looking comedy served better look elsewhere,0,2
7859,virtually defines comedy thats strongly mediocre funny bit surfacing every,0,6
7860,instant candidate worst year,0,3
7861,despite title amys orgasm porno though tedious,0,1
7862,like tonedeaf singer benefit concert john q bad appearing behalf good cause,0,2
7863,adam sandler gary cooper gnat racehorse,0,8
7864,kid discover new collectible parent suspect theyre watching 76minute commercial,0,1
7865,beer shes given right line charm paint wall script go wrong several key juncture,0,0
7866,without september 11 collateral damage would another bad bad embarrassing,0,3
7867,drag along dazed enervated drenchedinthe past numbness,0,4
7868,there disturbing great white hope undertone side heaven subtly undermines message christian love compassion,0,5
7869,unless dire need diesel fix real reason see wait video dont rent,0,7
7870,attempt courageous even result wildly uneven,0,1
7871,there something fundamental missing story something someone care,0,7
7872,much wellacted dangerously slow thriller feel like preamble bigger complicated story never materializes,0,4
7873,created solely marketable product soulless ugly movie like result let silly childhood nostalgia slumber unmolested,0,1
7874,unfortunately heartbreak hospital want convey kind haughtiness sketchy material territory already explored previously better aplomb sardonic wit,0,5
7875,kevin costner rest prettyboy laurel public regrettably going tepid film like dragonfly tossed,0,9
7876,difficult get beyond overall blandness american chai despite likable performance refreshingly naive point view,0,7
7877,latest installment pokemon canon pokemon 4ever surprising le moldy trite last two likely much japanese anime set scenic forest pokemon graze peace,0,4
7878,taken purely exercise style oppressively gloomy technohorror clambake impossible ignore humorless disjointed mess,0,0
7879,myers decides make another austin power maybe stick austin dr evil,0,8
7880,backyard battle staged green plastic army men exciting almost certainly made sense,0,6
7881,stupid satire obviously hateful classified otherwise frank novaks irritating slice lumpen life reliably soulkilling title nearly meaningless,0,4
7882,overly stylized lot flash blackwhite freeze frame reminiscent pseudohip luxury car commercial worst actually inside ring,0,2
7883,captured conceptual process doesnt add sufficient explanation final dance work selection became final form,0,5
7884,satire smug selfcongratulatory kind let audience completely hook,0,5
7885,boasted clearer memorable creepiness would gotten skin,0,7
7886,people wouldnt know subtle characterization put giant furry monster costume gave lapdance,0,5
7887,imagine tony hawk skating video interspliced footage behind enemy line set jersey shore techno,0,1
7888,doesnt quite work there enough make u look forward russos next offering,0,5
7889,featuring young child threatened terrorist bomb longer pas mere entertainment,0,6
7890,director twitchy sketchbook style adroit perspective shift grow wearisome amid leaden pacing indifferent craftsmanship notably wretched sound design,0,1
7891,satisfying predictable fare local drive,0,8
7892,apparently kissing lead suicide attempt tragic death marisa tomei good kiss mess,0,0
7893,open funeral end protagonist death bed doesnt get much livelier three hour,0,6
7894,noble tradition men drag hit alltime low sorority boy whose maker apparently believe woman clothing cover deficiency acting writing direction,0,2
7895,portray modern woman way director davis done unthinkable,0,4
7896,simple good,0,5
7897,flaccid drama exasperatingly slow journey,0,5
7898,chaotic panorama thats busy flying lot metaphoric flag,0,1
7899,suffers rambling repetitive dialogue visual drabness endemic digital video,0,6
7900,screenplay sabotage movie strength almost every juncture character stereotype interaction numbingly predictable,0,4
7901,trashy exploitative thoroughly unpleasant experience,0,9
7902,newcomer helmer kevin donovan hamstrung badly handled screenplay really amusing concept hightech tux transforms wearer superman,0,5
7903,shouldnt allowed use word new title there original character siuation joke entire,0,6
7904,often silly gross rarely moronic campus grossout film,0,7
7905,advantage postapocalyptic setting made cheap rock pile set reign fire disadvantage also looking cheap,0,9
7906,exactly youd expect,0,9
7907,performance leaden michael rymers direction bloodless dialogue corny audience laugh loud,0,4
7908,subtle variation spit grave purported heroine pathologically avenges hatred men,0,1
7909,reggios trippy ambitious downer also sometimes come across like nothing glorified nike ad,0,3
7910,tweedy talk canning stockbroker repairing pool yearn airborne tv set nude groupie nod liven thing,0,5
7911,somebody bored decided make dull pretentious version jesus son theyd come something like bart freundlichs world traveler,0,2
7912,best say uninspired barely give pause considering dreck right,0,6
7913,tough go leigh depth rigor skill inspiring accomplished portrayal impressive lack showiness offset notable degree film oftenmined despairing milieu,0,8
7914,overstuffed compendium teencatholicmovie dogma,0,9
7915,leisurely paced visually drab good succeeds sporadically amusing,0,2
7916,ben affleck jack ryan tom clancys intrepid hero ridiculous whats next j qualls indiana jones tom green han solo,0,2
7917,eh,0,5
7918,movie biggest offense complete utter lack tension,0,7
7919,directed wally wolodarsky script joe jarvis greg coolidge name remember order avoid future,0,5
7920,resurrection halloween franchise would better dead,0,0
7921,formulaic chiller little boost stallones career,0,8
7922,saw knockaround guy yesterday already detail faded like photograph spanishamerican war unmemorable turned ballpoint note invisible ink,0,1
7923,though avary done best make something elli nothing novel end rule barely worth following,0,5
7924,average local news columnist bigger rant war modern landscape architecture smalltown america,0,1
7925,worse lot crap weve offered summer slightly better men black 2 far slapdash extraterrestrial comedy go,0,1
7926,plot predictable sentimental viewer likely lose interest sandrine goat walk sunset,0,9
7927,first sight blind man directing hilarious go joke wear thin,0,2
7928,never swing false sentiment unfunny madcap comedy along way expects audience invest central relationship kind marriage true mind,0,5
7929,story uninteresting song painfully undistinguished might giant u may tuneless tune ever composed,0,4
7930,este é apenas mais um longo episódio programa da mtv única diferença é que desta vez paramount teve mau gosto de exibilo no cinema,0,7
7931,technically interesting insurance commercial,0,5
7932,title lameness clue bad,0,4
7933,part better whole bizarre funny tragic like love new york,0,3
7934,shuns glamour glitz american might demand scherfig toss u romantic scenario simplistic hollywood production,0,7
7935,humor hinged belief knee crotch elbow face spit eye inherently funny,0,0
7936,forged fire chick flick hell,0,4
7937,character thinner cardboard even comicbook paper,0,0
7938,episode soprano would send illconceived folly sleep fish,0,6
7939,feel like grittiest ever made lifetime cable television network,0,6
7940,lanies professional success mean must failure life shes driven ambition doesnt know fun,0,2
7941,credit must given harland williams michael rosenbaum barry watson inject far goodnatured spirit talent project deserves,0,6
7942,denzel washington effort sunk sanctimony,0,3
7943,holiday supposed gift somebody unwrapped early took good stuff left behind crap literally,0,3
7944,faithful doldrums notquiteurban notquitesuburban milieu viewer recoiling reality check,0,0
7945,ramble disjointed substandard fashion poorly executed action sequence next,0,3
7946,there audience could funnier innocent,0,4
7947,imagine thing worse kevin spacey trying irish accent thats sultry linda fiorentino thing,0,8
7948,awkward indigestible,0,9
7949,little offer besides unintentional laugh,0,9
7950,haneke keep u arm length guided intellect heart story flattens instead sharpens,0,8
7951,wellmeaningness world cant erase fact believer feel like 12step program jewish nazi,0,7
7952,like sequel take worked last time add character stunt stuff attempt camouflage sameness,0,0
7953,there way sort mess head deconstruct went wrong hour half daydreaming,0,7
7954,message actionpacked submarine spectacular ala neither,0,9
7955,movement yuks much anything,0,5
7956,dragonfly bus wreck turn wreck,0,5
7957,thirty year ago would groundbreaking tired,0,7
7958,heavyhanded exercise timevaulting literary pretension,0,0
7959,cute take seriously still feel like made stoned college student,0,1
7960,thinly veiled excuse wilson play selfdeprecating act murphy wellhoned prima donna shtick,0,0
7961,minor picture major identity crisis sort true sort bogus hohum way,0,1
7962,succumbs nothing formulaic chase dark,0,1
7963,play hollow catharsis lot tear little way insight,0,6
7964,come surprise isnt scary here real damn isnt funny either,0,8
7965,quick want see comedy shoddy airport security,0,5
7966,reason found finally unmoved immaculately produced serious thing say come across rather plainly allegory,0,7
7967,get empire youve seen many time repackaged new material latino lead,0,3
7968,chos fan sure entertained fair interest full disclosure say basis alone im,0,6
7969,look awfully like long tourist spot mississippi may never existed outside scriptwriter imagination,0,0
7970,period swinging london time mod rocker get onceover gangster 1 fall apart long end,0,4
7971,high crime miscasts nearly every leading character,0,9
7972,overall feel pretty cheesy there still real sense star trek tradition honored best given embarrassing script weak direction,0,3
7973,de niro look bored murphy recycles murphy mentally add showtime pile hollywood dreck represents nothing art deal,0,9
7974,didnt believe moment villain plot,0,9
7975,another rent installment ian fleming estate,0,3
7976,danilo donatis witty design dante spinottis luscious cinematography might made decent childrens benigni hadnt insisted casting title role,0,2
7977,lazy slipshod confuses mere flashing kinky softcore imagery naughty fun,0,2
7978,though draw several decent laugh lowcal woody best,0,0
7979,little mind aside scoring point drag gag,0,7
7980,britneys performance cannot faulted lucy dull girl thats,0,9
7981,kid stay picture great story terrifically told man wrote cliff note edition cheat,0,7
7982,wellshot badly written tale set future ravaged dragon,0,7
7983,sadly hewitts forte leaning forward wearing lowcut gown making snappy comeback,0,7
7984,melville creatively great whale canned tuna,0,9
7985,slick superficial trendhoppy easy imagine new software program spit screenplay,0,6
7986,collection penis flatulence gag search story profit damn thing,0,5
7987,acting stiff story lack trace wit set look like borrowed gilligans island cgi scooby might well worst specialeffects creation year,0,7
7988,enough trivializes important crisis reduces almost comic embarrassment,0,2
7989,maker forsaken entertaining element original instead rehash old joke leave life doorstep like frank pug though,0,0
7990,restrained ribisi convinces italian though ever needed actor whiny jag pump among rare one,0,1
7991,gee second assassin shot kennedy moot point,0,7
7992,hysterical yet humorless disquisition thin line sucking face literally sucking face,0,6
7993,needle say dramatics follow utter hooey,0,6
7994,problem rather dramatizing premise mr desplechin content state,0,4
7995,madonna still cant act lick,0,0
7996,even imaginative gore cant hide musty scent todd farmer screenplay simple retread 1979 alien plucky heroine battling monster loose spaceship,0,6
7997,pitch expectation time low could worse oddly cheerful particularly funny bodyswitching farce,0,4
7998,episodic make valid point depersonalization modern life character tend cliche whose life never fully explored,0,8
7999,serry fine job capturing climate time perhaps unwittingly relating happening america 2002 hardtobelieve plot twist force track final half hour,0,0
8000,dont let festive spirit go far,0,8
8001,though book run 300 page densely packed even ambitious adaptation elaborate production like mr schepisis seems skimpy unclear,0,7
8002,hey least title let know exactly heading,0,7
8003,intended comedy relationship wretched work fall flat every conceivable area,0,9
8004,sensitive though quite revelatory documentary,0,6
8005,director brian levant never stray far sitcom root skate blithely implausible situation another pausing tie loose end bow youll find french poodle,0,9
8006,perhaps heaviest joyless ever made giant dragon taking world,0,8
8007,suggests pun ingredient soup somebody noodle let say ingredient dont quite add meal,0,1
8008,id give real money see perpetrator chicago torn apart dingo,0,0
8009,movie like selling old european candor old wink bold revelation 2002 revelation wilt,0,5
8010,timing nearly every scene seems half beat,0,5
8011,admire yet cannot recommend overstays natural running time,0,2
8012,fairly bythebooks blend action romance sprinkling intentional unintentional comedy,0,7
8013,flounder due general sense two people working production exactly thing mind,0,5
8014,even feel like youve seen thousand time kind enjoyable thanks mainly belushis easygoing likableness,0,4
8015,story bog mess purposeless violence,0,3
8016,despite gulp fuzzy huggy,0,2
8017,mckay deflates piece puffery sour cliche heavy dos meanspiritedness,0,6
8018,recipe cinematic disaster part quentin tarantino part guy ritchie part 1960s spy spoof bad,0,7
8019,cumulative effect relentless horror parade numbs movie power work drama,0,9
8020,another big dumb action vein xxx transporter riddled plot hole big enough titular hero drive sleek black bmw,0,7
8021,aaliyah rarely dampens diva persona enough spark genuine chemistry townsend speaks creepy egyptian demigod voice computer processed overproduced music,0,4
8022,outrageousness plympton seemed going time miss quirky amazement used come along integral part ride,0,9
8023,much meant inspirational uplifting simply distasteful audience already sharing movie mindset,0,1
8024,well beijing bicycle begin spinning wheel,0,7
8025,home alone go hollywood funny premise kid start pulling stunt even steven spielberg would know besides real producer arent nice,0,2
8026,nelson morally compromised figure leaf viewer feeling compromised unable find way fog ash,0,5
8027,passion lipsynching tragedy lot really really high note opera isnt favorite long time fat lady sings,0,9
8028,look like high school project completed day due,0,2
8029,truth tell youve seen halfadozen horror film there nothing havent seen,0,1
8030,abandon pretense creating historical context waltz hectic soap ups down heavy breathing two artist,0,8
8031,even diehard fan japanese animation find challenge,0,0
8032,filmmaker dig deep sink low fortunately involved likely disappear quickly ice cube thrown pot boiling water,0,3
8033,get muted routine,0,4
8034,issue faith explored deeply,0,0
8035,bad sign youre rooting hurry get subject death documentary indicative uncompelling unless happens cover particular area interest,0,5
8036,situation joke predictable lowbrow endless pratfall boy take high heel,0,9
8037,frustrating see guy obviously pretty clever waste talent parody thing probably thought funniest high,0,1
8038,perplexed watch unfold astonishing lack passion uniqueness,0,0
8039,k19 may hold lot water submarine epic hold even le turn elegiacally soggy saving private ryanovich,0,3
8040,stylish ultimately extremely silly tale slick piece nonsense nothing,0,2
8041,automatically peg straighttovideo scifi rental shelf,0,7
8042,blackandwhite unrealistic,0,2
8043,like series beginning middle never take,0,9
8044,feel le like teenager written teenager,0,7
8045,ja rule kurupt gotten rap would dialogue,0,1
8046,standard haunted house tale transplanted high sea,0,3
8047,elicits groan audience jar jar binks scrappy doo scooby dumb wrapped,0,7
8048,badly acted blandly directed could scripted someone graduated elementary school,0,3
8049,end white oleander isnt adaptation novel flashy starsplashed reduction,0,8
8050,starring anthony hopkins chris rock typical fish water story youve seen million time problem fish water usually die,0,3
8051,angstridden affluent slacker character grating engaging,0,6
8052,soggy shapeless mess dumb excuse waterlogged equivalent hauntedhouse,0,5
8053,men black ii sequelitis something fierce ungainly comedydeficient bmovie rush job,0,1
8054,combination standard stiff tvstyle animation snazzylooking digital effect little disguise fact character barely move,0,2
8055,unsatisfying hybrid blair witch typical stalkandslash fare conservative protagonist always last living,0,2
8056,say soundtrack drowns lousy dialogue,0,5
8057,seeing swept away feel sorry madonna,0,8
8058,instead kicking intrigue suspense mystery whole thing hart war like st louis ram super bowl wait halftime get started,0,4
8059,twobit potboiler,0,5
8060,gob drivel sickly sweet even eager consumer moore pasteurized ditty retch like rancid crème brûlée,0,0
8061,maudlin melodramatic expected boring didnt,0,9
8062,never quite transcends jokester status punchline doesnt live barrys deadeyed perfectly chilled delivery,0,7
8063,film bathos often overwhelms could multifaceted look interesting time place,0,0
8064,almost play like solaris gun joke,0,8
8065,baffling misfire possibly weakest woody allen made last twenty year,0,8
8066,wont long youll spy spy video store near,0,0
8067,look like produced shelved 48 year repackaged 2002 audience,0,7
8068,propelled character caricature,0,5
8069,ounce honesty entire production,0,3
8070,extremely unfunny clock 80 minute feel twice long,0,2
8071,earnest earthbound slow soggy soporific visually dank crime melodramacharacter study would home small screen stellar cast,0,1
8072,pivotal narrative point ripe cant help go soft stinky,0,0
8073,alleged youthful fire xxx le subservient bond tired formula gun girl gadget brandishing new action hero,0,1
8074,predictable stereotypical little bmovie,0,4
8075,spy funny enough exciting enough would fairly simple forgive financial extortion trying reap moviegoing public,0,4
8076,frustratingly dridi tell u nothing el gallo emerges music,0,8
8077,place slightly believable love triangle difficulttoswallow setting disappointingly move story realm improbable thriller,0,2
8078,stephen earnharts documentary decomposition healthy eccentric inspiration ambition wearing cloak unsentimental straightforward text really exercise gross romanticization delusional personality type,0,8
8079,average science fiction,0,9
8080,undone overly complicated derivative screenplay glacierpaced direction stereotypical character,0,3
8081,anyone age 2 stomach touchyfeely message preachy produce promotes beyond u,0,3
8082,sort give tastelessness bad rap,0,5
8083,cold dreary weather perfect metaphor contains laugh much drama,0,0
8084,plot straight shelf performance television caliber message providing solace deception little creepy,0,6
8085,ordinary melodrama heavy religious symbol waferthin dramatic substance,0,1
8086,whimsical predictable timetravel fable marred willful singlemindedness,0,6
8087,managed avoid deconstructionist theorizing french philosopher jacques derrida college take 85minute brushup course documentary derrida something fun tonight,0,5
8088,jolies performance vanishes somewhere hair lip,0,1
8089,many studio pic plot mechanic get way lighterthanair adventure,0,2
8090,static repetitive muddy blurry hey arnold would seem lock title ugliest year,0,1
8091,contemporary postcolonialist consciousness kapur try bring four feather oddest thing wind affirming damn moldy value material always held dear,0,0
8092,un thriller manqué qui tombe sur le nerfs presque dès la première image,0,8
8093,come entertainment child deserve better pokemon 4ever,0,2
8094,four feather lack genuine sweep feeling even character worth caring,0,8
8095,benigni star cowrote seems wonderful time might alone,0,6
8096,yes 4ever harmless extreme itll mute kid nearly 80 minute treat little yard ape real deal take spirited away,0,9
8097,preposterous tedious sonny spiked unintentional laughter unfortunately occurs infrequently make even guilty pleasure,0,3
8098,calling brainless would paying compliment like entertainment troll,0,8
8099,none character resembles anyone youve ever met real life unless happen know annoyingly selfinvolved people speak glib sentence could come pen screenwriter,0,9
8100,big mess full image event tension surprise,0,6
8101,elegantly crafted often anderson essentially onetrick pony hampered undeveloped script ultimately pull lame,0,0
8102,splash drama screen subjecting audience character action feel manufactured also false see filmmaker puppet string,0,5
8103,virtually script,0,9
8104,satisfy cant tell difference good bad ugly,0,0
8105,kind dark comedy requires delicate surgical touch director danny devito screenwriter adam resnick remember cabin boy pound away,0,4
8106,time however dogtown zboys lapse insider lingo mindset uninitiated may find hard follow care,0,4
8107,rather quickly fall soothing formula brotherly conflict reconciliation,0,1
8108,screenwriter scott abbott michael petroni turned rice complex akasha cartoon monster,0,7
8109,writer director wally wolodarsky actor start coeducational fraternity kappa rho alpha phi,0,8
8110,bad beyond belief ridiculous beyond description,0,4
8111,new face interesting old story isnt especially start seem improvised scripted,0,5
8112,action setup incoherent,0,6
8113,liman swinger go make bigbudget action debut something clunker delivers long lowheat chase interrupted middling car chase,0,7
8114,surprisingly inert main character travel back forth epoch,0,8
8115,problem isnt hit close home much hit close home engaging silliness snakedownthethroat business inevitable shot schwarzenegger outrunning fireball,0,6
8116,dreary highly annoying body appeal,0,4
8117,prison comedy never really bust comfy little cell,0,5
8118,there something deeply creepy never new arrow schaeffers quiver ineptitude,0,2
8119,problem concept film concept poor there saving sorry charlie,0,1
8120,painfully leaden destined predawn cable television slot,0,8
8121,blessed immense physical prowess may well ahola simply actor truth cruel may sound make arnold schwarzenegger look like spencer tracy,0,8
8122,cartoon isnt really good enough afternoon tv isnt really good enough theater,0,3
8123,shocking reveals filmmaker bottomless pit selfabsorption,0,5
8124,peptalk faith hope charity little offend saccharine earnestness crime film producer would clink life,0,2
8125,end well sort frenzied comic moment never click,0,3
8126,danish idea good time prospective tourist might want consider different destination jolly country embroiled bloody civil war perhaps,0,5
8127,formula 51 trite even yus highenergy action stylings cant break stupor,0,9
8128,minute elapse daddy slasher arrives still boiler suit white mask look remarkably clean guy massmurdering since 1978 never seen laundry,0,0
8129,painted backdrop alive character know youre trouble,0,1
8130,two fairly dull contrasting interlocking story miserable scandinavian settler 18thcentury canada yuppie sailboaters,0,8
8131,really much bad bland,0,7
8132,central story lack punch,0,8
8133,though ganesh successful sort way there nothing striking fascinating metaphorically significant career rate two hour attention,0,7
8134,may dumbest sketchiest record aspiring writer comingofage,0,8
8135,succumbs kind maudlin sentimental mysticism mar touched angel school nongod spiritualuplift movie,0,2
8136,harmless mildly amusing family comedy,0,6
8137,subtle mystifying novella broad farcical,0,8
8138,kid often appear reading line incapable conveying emotion,0,0
8139,men black ii earmark sequel story le vibrant joke little lukewarm anyone really care,0,0
8140,sucking classic robert louis stevenson treasure island filling void scifi video game graphic disneyfied adolescent angst,0,8
8141,72minute exciting scene tad slow,0,9
8142,super trooper academy standard quintet writer could still use schooling,0,6
8143,mix velocity idiocy ruinous remake lack brawn brain 1970s original,0,6
8144,lowbudget full frontal year murkiest intentionally obscure selfindulgent picture solaris bigbudget brother,0,5
8145,plot clever boyd weighs many character event intertwined far complicated keep track,0,0
8146,seems destined pop television screen background scene future quentin tarantino picture,0,6
8147,freeforall halfbaked thought clumsily used visual trick selfindulgent actor moment,0,1
8148,apallingly absurd chemistry lack thereof newton wahlberg could turn imax theater 9 black white portable tv,0,1
8149,well acted well intentioned snoozer,0,5
8150,smug oily demeanor donovan adopts throughout stupidly named pipe dream repulsive,0,2
8151,mustsee viewing anyone involved hightech industry others may find migraineinducing despite moore attempt whimsy spoon feeding,0,2
8152,despite good nature genuinely funny moment super trooper suffers bad case arrested development,0,0
8153,hard feel youve watched featurelength video game really heavy back story,0,9
8154,watched brainless insanity thing mounting disbelief,0,5
8155,limp genderbenderballer firsttime director rookie screenwriter steal wholesale 1982s tootsie forgetting retain single laugh,0,9
8156,kwan make mixand match metaphor intriguing lulling u torpor cultivated allergy action,0,2
8157,obviously extremely personal work remains inextricably stuck emotionally unavailable rut,0,9
8158,boring required usher theater hand cup coffee every minute like marathon runner trying finish race need constant influx liquid get,0,9
8159,loved looking didnt care much story,0,3
8160,poignancy hallmark card comedy gallagher standup act,0,3
8161,doesnt original particular dishonor neither exude charm personality,0,2
8162,fear dot com rambling disconnected never build suspense,0,2
8163,gorgeous somnolent show splendidly mummified thoroughly unsurprising,0,7
8164,semiautobiographical thats sloppily written cast cannot believe anyone central creation bugsy caterer anything,0,3
8165,feel like community theater production great broadway play even best never hold candle original,0,5
8166,apparently take place fantasy world people hotel hallway recite poetry voiceover instead speaking,0,8
8167,element surprise might thing femme fatale going,0,3
8168,kind cant quite recommend windup much pitch yet cant bring dislike,0,4
8169,maybe asking much truly going inspire want little,0,5
8170,graceless witless attempt mating like hot wwii espionage thriller,0,8
8171,story character nowhere near gripping enough,0,1
8172,based david leavitt story share writer usual blend observant cleverness toofacile coincidence slightly noxious preciousness,0,4
8173,like every seagal louder without silly ponytail,0,1
8174,enjoy movie sharp dialogue delightful performance jolie burn gloss sense ending,0,3
8175,national lampoon van wilder could worst thing come national lampoon since class reunion,0,3
8176,great subject hollywood squandered opportunity using prop warmedover melodrama kind choreographed mayhem director john woo built career,0,4
8177,eck mustsee list,0,7
8178,overall miss brilliance jelineks novel way settle merely grim,0,4
